surface,molecule,functional,mode,old_E_ads,new_E_ads,reason
Au111,NO,pbe_d3,relaxed,-0.86,-0.86083412,Perlmutter first
Au111,SO2,pbe,relaxed,-0.05,-0.05390789,Perlmutter first
Au111,SO2,pbe_d3,relaxed,-0.53,-0.52610142,Perlmutter first
Au111,acetaldehyde,pbe,relaxed,-0.05,-0.05103728,Perlmutter first
Au111,acetaldehyde,pbe_d3,relaxed,-0.40,-0.39609927,Perlmutter first
Au111,acetaldehyde,beef_vdw,SPE,-0.636,-0.35638923,Perlmutter first
Au111,acetic_acid,beef_vdw,SPE,-0.687,-0.40741311,Perlmutter first
Au111,ethane,pbe,relaxed,-0.01,-0.01408231,Perlmutter first
Au111,ethane,pbe_d3,relaxed,-0.29,-0.28677343,Perlmutter first
Au111,ethane,beef_vdw,SPE,-0.589,-0.30950824,Perlmutter first
Au111,ethanol,pbe,relaxed,-0.06,-0.06192293,Perlmutter first
Au111,ethanol,pbe,SPE,0.350,0.05749909,Perlmutter first
Au111,ethanol,pbe_d3,relaxed,-0.49,-0.48767982,Perlmutter first
Au111,ethanol,pbe_d3,SPE,0.275,0.01222108,Perlmutter first
Au111,ethanol,r2scan,SPE,0.424,0.14587815,Perlmutter first
Au111,ethanol,beef_vdw,SPE,-0.414,-0.38425529,Perlmutter first
Au111,ethene,pbe,relaxed,-0.03,-0.03443430,Perlmutter first
Au111,ethene,pbe,SPE,-0.021,0.08936506,Perlmutter first
Au111,ethene,pbe_d3,relaxed,-0.45,-0.44670046,Perlmutter first
Au111,ethene,pbe_d3,SPE,-0.099,0.05062867,Perlmutter first
Au111,ethene,r2scan,SPE,0.024,0.17822558,Perlmutter first
Au111,ethene,beef_vdw,SPE,-0.240,-0.32049891,Perlmutter first
Au111,formaldehyde,pbe,relaxed,-0.07,-0.06807743,Perlmutter first
Au111,formaldehyde,pbe_d3,relaxed,-0.34,-0.33939778,Perlmutter first
Au111,formic_acid,pbe,relaxed,-0.10,-0.09934960,Perlmutter first
Au111,formic_acid,pbe_d3,relaxed,-0.46,-0.45599192,Perlmutter first
Au111,methane,pbe,relaxed,-0.00,-0.00450196,Perlmutter first
Au111,methane,pbe_d3,relaxed,-0.20,-0.19739270,Perlmutter first
Au111,methane,beef_vdw,SPE,-0.486,-0.20643214,Perlmutter first
Au111,methanol,pbe,SPE,0.297,0.06074210,Perlmutter first
Au111,methanol,pbe_d3,relaxed,-0.33,-0.33293389,Perlmutter first
Au111,methanol,pbe_d3,SPE,0.276,0.07923127,Perlmutter first
Au111,methanol,r2scan,SPE,0.379,0.18065972,Perlmutter first
Au111,methanol,beef_vdw,SPE,-0.405,-0.29711664,Perlmutter first
Cu100,DME,r2scan,SPE,-0.219,-0.04250435,Perlmutter first
Cu100,ethanol,pbe_d3,SPE,-0.604,-0.60584994,Perlmutter first
Cu100,ethanol,r2scan,SPE,-0.209,-0.20478178,Perlmutter first
Cu100,ethene,pbe,SPE,0.174,-0.09267128,Perlmutter first
Cu100,ethene,pbe_d3,SPE,-0.405,-0.53564591,Perlmutter first
Cu100,ethene,r2scan,SPE,-0.001,-0.08751278,Perlmutter first
Cu111,DME,r2scan,SPE,-0.134,1.55428926,Perlmutter first
Cu111,acetaldehyde,pbe,SPE,-0.146,1.47085593,Perlmutter first
Cu111,acetaldehyde,pbe_d3,SPE,-0.351,1.22248346,Perlmutter first
Cu111,acetaldehyde,r2scan,SPE,-0.112,1.32737163,Perlmutter first
Cu111,acetic_acid,r2scan,SPE,-0.237,1.20295462,Perlmutter first
Cu111,ethane,pbe,SPE,-0.014,1.60298014,Perlmutter first
Cu111,ethane,pbe_d3,SPE,-0.236,1.33806406,Perlmutter first
Cu111,ethane,r2scan,SPE,0.138,1.57802265,Perlmutter first
Cu111,ethanol,pbe,SPE,-0.109,1.50837340,Perlmutter first
Cu111,ethanol,pbe_d3,SPE,-0.361,1.21051033,Perlmutter first
Cu111,ethanol,r2scan,SPE,-0.023,1.42028590,Perlmutter first
Cu111,ethene,pbe,SPE,-0.034,1.58342038,Perlmutter first
Cu111,ethene,pbe_d3,SPE,-0.238,1.35920781,Perlmutter first
Cu111,ethene,r2scan,SPE,0.105,1.55507786,Perlmutter first
Cu111,methanol,pbe,SPE,-0.158,1.46016719,Perlmutter first
Cu111,methanol,pbe_d3,SPE,-0.364,1.20096886,Perlmutter first
Cu111,methanol,r2scan,SPE,-0.093,1.33628264,Perlmutter first
Ir100,DME,beef_vdw,SPE,0.377,-0.61456426,Perlmutter first
Ir100,acetaldehyde,pbe,SPE,0.514,-0.51450519,Perlmutter first
Ir100,acetaldehyde,pbe_d3,SPE,0.045,-0.86488452,Perlmutter first
Ir100,acetaldehyde,beef_vdw,SPE,0.267,-0.64106409,Perlmutter first
Ir100,ethane,pbe,SPE,0.618,0.07815157,Perlmutter first
Ir100,ethane,pbe_d3,SPE,0.143,-0.30913907,Perlmutter first
Ir100,ethane,beef_vdw,SPE,0.320,-0.17989859,Perlmutter first
Ir100,ethanol,pbe,SPE,0.528,-0.45563868,Perlmutter first
Ir100,ethanol,pbe_d3,SPE,-0.049,-0.95032646,Perlmutter first
Ir100,ethanol,beef_vdw,SPE,0.210,-0.67214811,Perlmutter first
Ir100,ethene,pbe,SPE,-1.403,-1.27408169,Perlmutter first
Ir100,ethene,pbe_d3,SPE,-1.860,-1.77991331,Perlmutter first
Ir100,ethene,beef_vdw,SPE,-1.442,-1.12376583,Perlmutter first
Ir100,methanol,pbe,SPE,0.304,-0.46603831,Perlmutter first
Ir100,methanol,pbe_d3,SPE,-0.093,-0.83610527,Perlmutter first
Ir100,methanol,beef_vdw,SPE,0.126,-0.59489061,Perlmutter first
Ir110,DME,r2scan,SPE,0.842,-0.69526785,Perlmutter first
Ir110,DME,beef_vdw,SPE,0.614,-0.89116866,Perlmutter first
Ir110,acetaldehyde,pbe,SPE,-0.528,-0.70458460,Perlmutter first
Ir110,acetaldehyde,pbe_d3,SPE,-1.057,-0.98990775,Perlmutter first
Ir110,acetaldehyde,r2scan,SPE,-0.661,-0.76953598,Perlmutter first
Ir110,acetaldehyde,beef_vdw,SPE,-0.669,-0.90172076,Perlmutter first
Ir110,acetic_acid,beef_vdw,SPE,0.809,-1.01664711,Perlmutter first
Ir110,ethane,pbe,SPE,0.679,-0.02136002,Perlmutter first
Ir110,ethane,pbe_d3,SPE,0.105,-0.37265304,Perlmutter first
Ir110,ethane,r2scan,SPE,0.657,-0.11159803,Perlmutter first
Ir110,ethane,beef_vdw,SPE,0.427,-0.36680554,Perlmutter first
Ir110,ethanol,pbe,SPE,0.927,-0.63087128,Perlmutter first
Ir110,ethanol,pbe_d3,SPE,0.326,-1.09495918,Perlmutter first
Ir110,ethanol,r2scan,SPE,0.894,-0.74324792,Perlmutter first
Ir110,ethanol,beef_vdw,SPE,0.657,-0.94306851,Perlmutter first
Ir110,ethene,pbe,SPE,-1.595,-1.60123354,Perlmutter first
Ir110,ethene,pbe_d3,SPE,-2.002,-2.00771159,Perlmutter first
Ir110,ethene,r2scan,SPE,-1.707,-1.70577094,Perlmutter first
Pd100,CO2,pbe,relaxed,-0.39,-0.39429839,Perlmutter first
Pd100,ethane,pbe,relaxed,-0.42,-0.41807433,Perlmutter first
Pd100,ethane,pbe,SPE,0.286,-0.29496249,Perlmutter first
Pd100,ethane,pbe_d3,relaxed,-0.78,-0.77878944,Perlmutter first
Pd100,ethane,pbe_d3,SPE,0.009,-0.58108071,Perlmutter first
Pd100,ethane,r2scan,relaxed,-0.69,-0.69305505,Perlmutter first
Pd100,ethane,r2scan,SPE,0.124,-0.55614458,Perlmutter first
Pd100,ethanol,pbe,relaxed,-0.65,-0.64771471,Perlmutter first
Pd100,ethanol,pbe,SPE,0.082,-0.60273079,Perlmutter first
Pd100,ethanol,pbe_d3,relaxed,-1.10,-1.09850517,Perlmutter first
Pd100,ethanol,pbe_d3,SPE,-0.269,-0.93635229,Perlmutter first
Pd100,ethanol,r2scan,SPE,-0.078,-0.91221546,Perlmutter first
Pd100,ethene,pbe,SPE,-0.731,-1.00467463,Perlmutter first
Pd100,ethene,pbe_d3,SPE,-1.014,-1.36536828,Perlmutter first
Pd100,ethene,r2scan,SPE,-0.922,-1.30226144,Perlmutter first
Pd110,ethane,pbe,relaxed,-0.31,-0.30776635,Perlmutter first
Pd110,ethane,pbe,SPE,0.203,-0.22225105,Perlmutter first
Pd110,ethane,pbe_d3,relaxed,-0.67,-0.67454598,Perlmutter first
Pd110,ethane,pbe_d3,SPE,-0.299,-0.58863854,Perlmutter first
Pd110,ethane,r2scan,SPE,-0.099,-0.47455130,Perlmutter first
Pd110,ethanol,pbe,relaxed,-0.69,-0.69298990,Perlmutter first
Pd110,ethanol,pbe,SPE,0.301,-0.67044054,Perlmutter first
Pd110,ethanol,pbe_d3,relaxed,-1.19,-1.19105482,Perlmutter first
Pd110,ethanol,pbe_d3,SPE,-0.252,-1.09888627,Perlmutter first
Pd110,ethanol,r2scan,SPE,-0.014,-0.95919930,Perlmutter first
Pd110,ethene,pbe,SPE,-1.182,-1.05526497,Perlmutter first
Pd110,ethene,pbe_d3,SPE,-1.510,-1.44658881,Perlmutter first
Pd110,ethene,r2scan,SPE,-1.260,-1.25012120,Perlmutter first
Pd111,CH3,pbe,relaxed,-1.94,-1.94289024,Perlmutter first
Pd111,CH3,pbe_d3,relaxed,-2.21,-2.20813733,Perlmutter first
Pd111,CH3,r2scan,SPE,,-1.94662998,Perlmutter first
Pd111,H2O,pbe,relaxed,-0.43,-0.42634324,Perlmutter first
Pd111,H2O,pbe_d3,relaxed,-0.66,-0.65584275,Perlmutter first
Pd111,H2S,pbe,relaxed,-0.79,-0.79439699,Perlmutter first
Pd111,H2S,pbe_d3,relaxed,-1.23,-1.23390572,Perlmutter first
Pd111,N2,pbe,relaxed,-0.37,-0.37355561,Perlmutter first
Pd111,N2,pbe_d3,relaxed,-0.64,-0.63878891,Perlmutter first
Pd111,NH3,pbe,relaxed,-0.89,-0.89073997,Perlmutter first
Pd111,NH3,pbe_d3,relaxed,-1.19,-1.18583870,Perlmutter first
Pd111,NO,pbe,relaxed,-2.78,-2.77629688,Perlmutter first
Pd111,NO,pbe_d3,relaxed,-3.02,-3.02383950,Perlmutter first
Pd111,SO2,pbe,relaxed,-1.24,-1.24399999,Perlmutter first
Pd111,SO2,pbe_d3,relaxed,-1.83,-1.83344805,Perlmutter first
Pd111,acetaldehyde,pbe,relaxed,-0.36,-0.35753482,Perlmutter first
Pd111,acetaldehyde,pbe_d3,relaxed,-0.79,-0.78767215,Perlmutter first
Pd111,acetaldehyde,r2scan,relaxed,-0.67,-0.66937661,Perlmutter first
Pd111,ethane,pbe,SPE,0.417,-0.32192386,Perlmutter first
Pd111,ethane,pbe_d3,SPE,0.297,-0.55889812,Perlmutter first
Pd111,ethane,r2scan,SPE,0.372,-0.56313868,Perlmutter first
Pd111,ethanol,pbe,SPE,0.200,-0.61184008,Perlmutter first
Pd111,ethanol,pbe_d3,SPE,0.017,-0.93081838,Perlmutter first
Pd111,ethanol,r2scan,SPE,0.163,-0.93443212,Perlmutter first
Pd111,ethene,pbe,relaxed,-0.88,-0.87878051,Perlmutter first
Pd111,ethene,pbe,SPE,-0.706,-0.85100764,Perlmutter first
Pd111,ethene,pbe_d3,SPE,-0.910,-1.22245550,Perlmutter first
Pd111,ethene,r2scan,SPE,-0.841,-1.11094248,Perlmutter first
Pd111,formaldehyde,pbe,relaxed,-0.35,-0.35198626,Perlmutter first
Pd111,formaldehyde,pbe_d3,relaxed,-0.66,-0.65861111,Perlmutter first
Pd111,formic_acid,pbe_d3,relaxed,-0.91,-0.91151470,Perlmutter first
Pd111,methane,pbe,relaxed,-0.21,-0.21414539,Perlmutter first
Pd111,methane,pbe,SPE,,-0.12224579,Perlmutter first
Pd111,methane,pbe_d3,relaxed,-0.44,-0.43927324,Perlmutter first
Pd111,methane,pbe_d3,SPE,,-0.32450392,Perlmutter first
Pd111,methane,beef_vdw,SPE,,-17.87581740,Perlmutter energy review retained; no unflagged Kestrel alternative
Pd111,methanol,pbe,relaxed,-0.42,-0.42369260,Perlmutter first
Pd111,methanol,pbe_d3,relaxed,-0.80,-0.79856710,Perlmutter first
Pd111,methanol,r2scan,relaxed,-0.73,-0.73426605,Perlmutter first
Pt100,CO2,pbe,relaxed,-0.80,-0.80495830,Perlmutter first
Pt100,ethane,pbe,relaxed,-0.80,-0.80360253,Perlmutter first
Pt100,ethane,pbe,SPE,0.467,-0.72147171,Perlmutter first
Pt100,ethane,pbe_d3,relaxed,-1.27,-1.27342677,Perlmutter first
Pt100,ethane,pbe_d3,SPE,0.176,-1.11074667,Perlmutter first
Pt100,ethane,r2scan,SPE,0.385,-1.24947726,Perlmutter first
Pt100,ethanol,pbe,relaxed,-1.16,-1.15773586,Perlmutter first
Pt100,ethanol,pbe,SPE,0.396,-1.11269091,Perlmutter first
Pt100,ethanol,pbe_d3,relaxed,-1.72,-1.72086669,Perlmutter first
Pt100,ethanol,pbe_d3,SPE,-0.007,-1.60017365,Perlmutter first
Pt100,ethanol,r2scan,SPE,0.285,-1.72648472,Perlmutter first
Pt110,ethane,pbe,relaxed,-0.69,-0.68876389,Perlmutter first
Pt110,ethane,pbe,SPE,0.430,-0.62575953,Perlmutter first
Pt110,ethane,pbe_d3,relaxed,-1.14,-1.14359708,Perlmutter first
Pt110,ethane,pbe_d3,SPE,-0.182,-1.05958353,Perlmutter first
Pt110,ethane,r2scan,SPE,0.163,-1.18023246,Perlmutter first
Pt110,ethanol,pbe,SPE,0.631,-1.07581174,Perlmutter first
Pt110,ethanol,pbe_d3,relaxed,-1.72,-1.72436526,Perlmutter first
Pt110,ethanol,pbe_d3,SPE,-0.055,-1.63290381,Perlmutter first
Pt110,ethanol,r2scan,SPE,0.347,-1.74604796,Perlmutter first
Pt111,ethanol,pbe,SPE,0.373,-0.61823289,Perlmutter first
Pt111,ethanol,pbe_d3,SPE,0.146,-1.12618781,Perlmutter first
Pt111,ethanol,r2scan,SPE,0.441,-1.09230159,Perlmutter first
Pt111,ethene,pbe,SPE,-0.892,-1.06414067,Perlmutter first
Pt111,ethene,pbe_d3,SPE,-1.041,-1.52426502,Perlmutter first
Pt111,ethene,r2scan,SPE,-0.915,-1.60529287,Perlmutter first
Pt111,formic_acid,pbe,relaxed,-0.71,-0.71071276,Perlmutter first
Pt111,formic_acid,pbe_d3,relaxed,-1.17,-1.17094275,Perlmutter first
Pt111,methanol,pbe,relaxed,-0.66,-0.65742920,Perlmutter first
Pt111,methanol,pbe_d3,relaxed,-1.11,-1.11187052,Perlmutter first
Pt111,methanol,r2scan,relaxed,-1.12,-1.12477867,Perlmutter first
Ag111,DME,pbe,relaxed,,-0.74126167,Perlmutter first
Ag111,DME,pbe,SPE,,-0.70740540,Perlmutter first
Au111,DME,pbe,relaxed,-4.65,-0.04608573,Perlmutter first
Au111,DME,pbe,SPE,,0.06993290,Perlmutter first
Cu100,DME,pbe,relaxed,-4.76,-0.14961273,Perlmutter first
Cu100,DME,pbe,SPE,-4.703,-0.13396879,Perlmutter first
Cu111,DME,pbe,relaxed,-3.06,1.54689598,Perlmutter first
Cu111,DME,pbe,SPE,-4.711,1.56845055,Perlmutter first
Ir100,DME,pbe,relaxed,-4.96,-0.35863189,Perlmutter first
Ir100,DME,pbe,SPE,,-0.30723141,Perlmutter first
Ir110,DME,pbe,relaxed,,-0.55457345,Perlmutter first
Ir110,DME,pbe,SPE,,-0.49595715,Perlmutter first
Ir111,DME,pbe,relaxed,-4.81,-0.20772714,Perlmutter first
Ir111,DME,pbe,SPE,,-0.16653728,Perlmutter first
Pd100,DME,pbe,relaxed,-4.98,-0.37469748,Perlmutter first
Pd100,DME,pbe,SPE,,-0.31054726,Perlmutter first
Pd110,DME,pbe,relaxed,-4.99,-0.38661203,Perlmutter first
Pd110,DME,pbe,SPE,,-0.33259143,Perlmutter first
Pd111,DME,pbe,relaxed,-4.96,-0.35008598,Perlmutter first
Pd111,DME,pbe,SPE,,-0.31325099,Perlmutter first
Rh100,DME,pbe,relaxed,,-0.67856896,Perlmutter first
Rh100,DME,pbe,SPE,,-0.60058257,Perlmutter first
Rh110,DME,pbe,relaxed,,-0.75471226,Perlmutter first
Rh110,DME,pbe,SPE,,-0.61641523,Perlmutter first
Rh111,DME,pbe,relaxed,,-0.93647165,Perlmutter first
Rh111,DME,pbe,SPE,,-0.83265029,Perlmutter first
Au111,H2,beef_vdw,SPE,-0.341,-0.06181766,Kestrel: no usable Perlmutter binding-energy candidate
Au111,formate,beef_vdw,SPE,-2.846,-2.56657682,Kestrel: no usable Perlmutter binding-energy candidate
Au111,propanol,beef_vdw,SPE,-0.698,-0.41816008,Kestrel: no usable Perlmutter binding-energy candidate
Pd100,CO2,pbe,relaxed,-0.394,-0.02217815,Perlmutter first
Pd100,CO2,beef_vdw,relaxed,-31.873,-0.26582237,Perlmutter first
Pd100,ethane,pbe,relaxed,-0.418,-0.04595409,Perlmutter first
Pd100,ethane,pbe,SPE,0.286,0.07715775,Perlmutter first
Pd100,ethane,pbe_d3,relaxed,-0.779,-0.40948836,Perlmutter first
Pd100,ethane,pbe_d3,SPE,0.009,-0.21177963,Perlmutter first
Pd100,ethane,r2scan,relaxed,-0.693,-0.20029212,Perlmutter first
Pd100,ethane,r2scan,SPE,0.124,-0.06338165,Perlmutter first
Pd100,ethane,beef_vdw,relaxed,-31.931,-0.32414103,Perlmutter first
Pd100,ethane,beef_vdw,SPE,0.069,-0.09230295,Perlmutter first
Pd100,ethanol,pbe,relaxed,-0.648,-0.27559447,Perlmutter first
Pd100,ethanol,pbe,SPE,0.082,-0.23061055,Perlmutter first
Pd100,ethanol,pbe_d3,relaxed,-1.099,-0.72920409,Perlmutter first
Pd100,ethanol,pbe_d3,SPE,-0.269,-0.56705121,Perlmutter first
Pd100,ethanol,r2scan,SPE,-0.078,-0.41945253,Perlmutter first
Pd100,ethanol,beef_vdw,relaxed,-32.202,-0.59496185,Perlmutter first
Pd100,ethanol,beef_vdw,SPE,-0.151,-0.43335996,Perlmutter first
Pd110,ethane,pbe,relaxed,-0.308,-0.04316484,Perlmutter first
Pd110,ethane,pbe,SPE,0.203,0.04235046,Perlmutter first
Pd110,ethane,pbe_d3,relaxed,-0.675,-0.40176247,Perlmutter first
Pd110,ethane,pbe_d3,SPE,-0.299,-0.31585503,Perlmutter first
Pd110,ethane,r2scan,SPE,-0.099,-0.05760706,Perlmutter first
Pd110,ethane,beef_vdw,SPE,0.217,-0.10134048,Perlmutter first
Pd110,ethanol,pbe,relaxed,-0.693,-0.42838839,Perlmutter first
Pd110,ethanol,pbe,SPE,0.301,-0.40583903,Perlmutter first
Pd110,ethanol,pbe_d3,relaxed,-1.191,-0.91827131,Perlmutter first
Pd110,ethanol,pbe_d3,SPE,-0.252,-0.82610276,Perlmutter first
Pd110,ethanol,r2scan,SPE,-0.014,-0.54225506,Perlmutter first
Pd110,ethanol,beef_vdw,relaxed,-32.117,-0.70139401,Perlmutter first
Pd110,ethanol,beef_vdw,SPE,0.302,-0.56335757,Perlmutter first
Pd111,CO2,pbe,relaxed,-0.387,-0.03474686,Perlmutter first
Pd111,CO2,beef_vdw,relaxed,-31.913,-0.27184553,Perlmutter first
Pd111,ethane,pbe,relaxed,-0.398,-0.04590044,Perlmutter first
Pd111,ethane,pbe,SPE,0.417,0.03023405,Perlmutter first
Pd111,ethane,pbe_d3,relaxed,-0.792,-0.41289350,Perlmutter first
Pd111,ethane,pbe_d3,SPE,0.297,-0.17987457,Perlmutter first
Pd111,ethane,r2scan,SPE,0.372,-0.01475535,Perlmutter first
Pd111,ethane,beef_vdw,relaxed,-31.985,-0.34316686,Perlmutter first
Pd111,ethane,beef_vdw,SPE,0.116,-0.21549926,Perlmutter first
Pd111,ethanol,pbe,relaxed,-0.643,-0.29052221,Perlmutter first
Pd111,ethanol,pbe,SPE,0.200,-0.25968217,Perlmutter first
Pd111,ethanol,pbe_d3,relaxed,-1.142,-0.76322253,Perlmutter first
Pd111,ethanol,pbe_d3,SPE,0.017,-0.55179483,Perlmutter first
Pd111,ethanol,r2scan,relaxed,-1.087,-0.53863131,Perlmutter first
Pd111,ethanol,r2scan,SPE,0.163,-0.38604879,Perlmutter first
Pd111,ethanol,beef_vdw,relaxed,-32.263,-0.62199707,Perlmutter first
Pd111,ethanol,beef_vdw,SPE,-0.147,-0.52147357,Perlmutter first
Au111,CO,beef_vdw,SPE,-0.258,0.02214333,Perlmutter first
Au111,H2O,beef_vdw,SPE,-0.450,-0.17025016,Perlmutter first
Au111,H2S,beef_vdw,SPE,-0.549,-0.26931340,Perlmutter first
Au111,formaldehyde,beef_vdw,SPE,-0.564,-0.28479511,Perlmutter first
Ir100,H2O,pbe,SPE,-0.414,-0.41349575,Perlmutter first
Ir100,H2O,pbe_d3,SPE,-0.620,-0.61948326,Perlmutter first
Ir100,H2O,beef_vdw,SPE,-0.379,-0.37824473,Perlmutter first
Ir110,CO,r2scan,SPE,-1.941,-1.94153454,Perlmutter first
Ag100,CO2,r2scan,SPE,0.130,0.12299383,Perlmutter first
Ag100,CO2,beef_vdw,SPE,-0.152,-0.15433353,Perlmutter first
Ag100,ethane,pbe,SPE,-0.020,-0.02127531,Perlmutter first
Ag100,ethane,pbe_d3,SPE,-0.022,-0.00686176,Perlmutter first
Ag100,ethane,r2scan,SPE,0.136,0.12967229,Perlmutter first
Ag100,ethane,beef_vdw,SPE,-0.186,-0.18877310,Perlmutter first
Ag100,ethanol,pbe,SPE,-0.149,-0.15028345,Perlmutter first
Ag100,ethanol,pbe_d3,SPE,-0.237,-0.22411160,Perlmutter first
Ag100,ethanol,r2scan,SPE,-0.085,-0.08762786,Perlmutter first
Ag100,ethanol,beef_vdw,SPE,-0.354,-0.35173024,Perlmutter first
Ag100,glycerol,pbe,SPE,-0.117,-0.11803326,Kestrel: no usable Perlmutter binding-energy candidate
Ag100,glycerol,pbe_d3,SPE,-0.430,-0.41541096,Kestrel: no usable Perlmutter binding-energy candidate
Ag100,glycerol,r2scan,SPE,-0.188,-0.19451722,Kestrel: no usable Perlmutter binding-energy candidate
Ag110,ethanol,pbe,SPE,-0.225,-0.22400518,Perlmutter first
Ag110,ethanol,pbe_d3,SPE,-0.474,-0.46721620,Perlmutter first
Ag110,ethanol,beef_vdw,SPE,-0.372,-0.36685688,Perlmutter first
Ag110,isopropanol,pbe_d3,SPE,-0.587,-0.57813277,Kestrel: no usable Perlmutter binding-energy candidate
Ag110,propanol,pbe,SPE,-0.243,-0.24240477,Kestrel: no usable Perlmutter binding-energy candidate
Ag110,propanol,pbe_d3,SPE,-0.544,-0.53424114,Kestrel: no usable Perlmutter binding-energy candidate
Ag111,CH3,pbe,SPE,-1.449,-0.75854395,Perlmutter first
Ag111,CH3,pbe_d3,SPE,-1.576,-0.86271422,Perlmutter first
Ag111,CH3,r2scan,SPE,-1.820,-0.60221478,Perlmutter first
Ag111,CO,pbe,SPE,-0.569,0.12138742,Perlmutter first
Ag111,CO,pbe_d3,SPE,-0.645,0.06889426,Perlmutter first
Ag111,CO,r2scan,SPE,-1.018,0.19953436,Perlmutter first
